"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.703754155E0,-1.794586182E-1,7.417297363E-2,9.657424927E0,9.659376959E0
9.706073491E0,-1.962127686E-1,5.743408203E-2,9.647857666E0,9.650023610E0
9.708423344E0,-1.914215088E-1,5.503845215E-2,9.609573364E0,9.611637304E0
9.710742680E0,-1.914215088E-1,5.503845215E-2,9.604797363E0,9.606862329E0
9.713092534E0,-1.962127686E-1,6.700134277E-2,9.628723145E0,9.630955198E0
9.715442387E0,-1.962127686E-1,5.024719238E-2,9.659820557E0,9.661943770E0
9.717761723E0,-2.081756592E-1,5.024719238E-2,9.623931885E0,9.626314290E0
9.720111577E0,-1.914215088E-1,5.743408203E-2,9.590438843E0,9.592520944E0
9.722430913E0,-2.010040283E-1,6.221008301E-2,9.602401733E0,9.604706751E0
9.724780766E0,-1.866455078E-1,6.460571289E-2,9.626327515E0,9.628353539E0
9.727100102E0,-1.842498779E-1,8.853149414E-2,9.635894775E0,9.638062770E0
9.729449956E0,-1.842498779E-1,6.700134277E-2,9.619140625E0,9.621138371E0
9.731769292E0,-1.938171387E-1,7.896423340E-2,9.619140625E0,9.621417089E0
9.734119145E0,-1.770629883E-1,8.613586426E-2,9.614364624E0,9.616380702E0
9.736438481E0,-1.794586182E-1,7.656860352E-2,9.600006104E0,9.601988614E0
9.738788335E0,-1.866455078E-1,7.177734375E-2,9.604797363E0,9.606878834E0
9.741107671E0,-1.866455078E-1,7.417297363E-2,9.623931885E0,9.626027379E0
9.743457524E0,-1.794586182E-1,7.896423340E-2,9.592819214E0,9.594822626E0
9.745776860E0,-1.842498779E-1,7.177734375E-2,9.578475952E0,9.580516769E0
9.748126714E0,-1.794586182E-1,7.417297363E-2,9.623931885E0,9.625890709E0
9.750446050E0,-1.866455078E-1,6.221008301E-2,9.645462036E0,9.647468296E0
9.752795903E0,-1.722869873E-1,7.177734375E-2,9.626327515E0,9.628136695E0
9.755145757E0,-1.627044678E-1,7.656860352E-2,9.640686035E0,9.642362922E0
9.757495610E0,-1.603240967E-1,7.417297363E-2,9.659820557E0,9.661435640E0
9.759814946E0,-1.698913574E-1,7.177734375E-2,9.631118774E0,9.632884506E0
9.762164800E0,-1.698913574E-1,8.853149414E-2,9.597610474E0,9.599522264E0
9.764484136E0,-1.866455078E-1,7.417297363E-2,9.640686035E0,9.642777888E0
9.766833989E0,-1.890258789E-1,6.221008301E-2,9.655044556E0,9.657095125E0
9.769153325E0,-1.914215088E-1,5.743408203E-2,9.600006104E0,9.602086130E0
9.771503178E0,-1.866455078E-1,5.264282227E-2,9.588043213E0,9.590004195E0
9.773822514E0,-1.962127686E-1,5.024719238E-2,9.604797363E0,9.606932737E0
9.776172368E0,-1.962127686E-1,6.460571289E-2,9.623931885E0,9.626148673E0
9.778491704E0,-1.842498779E-1,7.177734375E-2,9.588043213E0,9.590081994E0
9.780841557E0,-1.890258789E-1,7.656860352E-2,9.607177734E0,9.609342202E0
9.783160893E0,-1.938171387E-1,6.460571289E-2,9.609573364E0,9.611744858E0
9.785510747E0,-1.722869873E-1,9.332275391E-2,9.631118774E0,9.633111688E0
9.787830083E0,-1.698913574E-1,7.177734375E-2,9.635894775E0,9.637659632E0
9.790179936E0,-1.866455078E-1,6.221008301E-2,9.638290405E0,9.640298158E0
9.792499272E0,-1.818542480E-1,6.700134277E-2,9.626327515E0,9.628278224E0
9.794849126E0,-1.890258789E-1,7.656860352E-2,9.614364624E0,9.616527474E0
9.797168462E0,-1.698913574E-1,8.613586426E-2,9.650253296E0,9.652132984E0
9.799518315E0,-1.674957275E-1,7.656860352E-2,9.652648926E0,9.654405671E0
9.801837651E0,-1.770629883E-1,6.939697266E-2,9.645462036E0,9.647336686E0
9.804187505E0,-2.105712891E-1,6.460571289E-2,9.628723145E0,9.631242057E0
9.806537358E0,-1.866455078E-1,5.503845215E-2,9.645462036E0,9.647424717E0
9.808856694E0,-1.914215088E-1,5.503845215E-2,9.621536255E0,9.623597629E0
9.811206548E0,-1.962127686E-1,5.264282227E-2,9.619140625E0,9.621285625E0
9.813525884E0,-1.890258789E-1,5.024719238E-2,9.611968994E0,9.613958784E0
9.815875737E0,-1.866455078E-1,9.809875488E-2,9.626327515E0,9.628636525E0
9.818195073E0,-1.722869873E-1,1.028900146E-1,9.650253296E0,9.652339501E0
9.820544927E0,-1.866455078E-1,7.896423340E-2,9.655044556E0,9.657171287E0
9.822864262E0,-1.746826172E-1,5.503845215E-2,9.616760254E0,9.618504095E0
9.825214116E0,-1.746826172E-1,5.264282227E-2,9.635894775E0,9.637621771E0
9.827533452E0,-1.818542480E-1,5.024719238E-2,9.662216187E0,9.664058018E0
9.829883305E0,-1.818542480E-1,4.785156250E-2,9.647857666E0,9.649690062E0
9.832202641E0,-1.842498779E-1,6.221008301E-2,9.616760254E0,9.618726313E0
9.834552495E0,-1.794586182E-1,6.700134277E-2,9.626327515E0,9.628233275E0
9.836871831E0,-1.842498779E-1,6.460571289E-2,9.676574707E0,9.678544311E0
9.839221684E0,-1.746826172E-1,5.503845215E-2,9.664611816E0,9.666347025E0
9.841541020E0,-1.770629883E-1,5.743408203E-2,9.659820557E0,9.661613900E0
9.843890874E0,-1.818542480E-1,5.743408203E-2,9.686141968E0,9.688019192E0
9.846210210E0,-1.794586182E-1,6.939697266E-2,9.631118774E0,9.633040547E0
9.848560063E0,-1.818542480E-1,8.135986328E-2,9.614364624E0,9.616428522E0
9.850879399E0,-1.866455078E-1,7.177734375E-2,9.676574707E0,9.678640741E0
9.853229253E0,-1.866455078E-1,7.417297363E-2,9.688537598E0,9.690619121E0
9.855548589E0,-1.770629883E-1,8.613586426E-2,9.614364624E0,9.616380702E0
9.857898442E0,-1.746826172E-1,9.092712402E-2,9.638290405E0,9.640302054E0
9.860217778E0,-1.818542480E-1,5.981445312E-2,9.671783447E0,9.673677883E0
9.862567632E0,-1.914215088E-1,6.221008301E-2,9.655044556E0,9.657142313E0
9.864886968E0,-1.818542480E-1,6.700134277E-2,9.633499146E0,9.635448403E0
9.867236821E0,-1.770629883E-1,8.135986328E-2,9.676574707E0,9.678536500E0
9.869556157E0,-1.818542480E-1,6.939697266E-2,9.671783447E0,9.673741880E0
9.871906011E0,-1.651000977E-1,8.135986328E-2,9.602401733E0,9.604165582E0
9.874225346E0,-1.627044678E-1,8.135986328E-2,9.664611816E0,9.666323693E0
9.876544682E0,-1.794586182E-1,7.656860352E-2,9.717254639E0,9.719213233E0
9.878894536E0,-1.603240967E-1,9.332275391E-2,9.638290405E0,9.640075461E0
9.881244389E0,-1.722869873E-1,7.417297363E-2,9.652648926E0,9.654471281E0
9.883563725E0,-1.698913574E-1,6.939697266E-2,9.698104858E0,9.699841074E0
9.885913579E0,-1.603240967E-1,8.853149414E-2,9.686141968E0,9.687873237E0
9.888232915E0,-1.555328369E-1,1.052856445E-1,9.628723145E0,9.630554757E0
9.890582768E0,-1.507415771E-1,8.375549316E-2,9.676574707E0,9.678111183E0
9.892902104E0,-1.579284668E-1,8.375549316E-2,9.712463379E0,9.714108362E0
9.895251958E0,-1.698913574E-1,7.417297363E-2,9.619140625E0,9.620926726E0
9.897571294E0,-1.674957275E-1,9.332275391E-2,9.628723145E0,9.630632033E0
9.899921147E0,-1.842498779E-1,7.417297363E-2,9.695724487E0,9.697758658E0
9.902240483E0,-1.842498779E-1,8.135986328E-2,9.674179077E0,9.676275537E0
9.904590337E0,-1.555328369E-1,8.613586426E-2,9.576080322E0,9.577730639E0
9.906909673E0,-1.722869873E-1,6.460571289E-2,9.616760254E0,9.618520390E0
9.909259526E0,-1.842498779E-1,6.460571289E-2,9.678970337E0,9.680939453E0
9.911578862E0,-1.938171387E-1,6.700134277E-2,9.657424927E0,9.659601983E0
9.913928716E0,-1.986083984E-1,6.939697266E-2,9.611968994E0,9.614271121E0
9.916248052E0,-1.890258789E-1,7.417297363E-2,9.635894775E0,9.638034060E0
9.918597905E0,-1.842498779E-1,6.700134277E-2,9.621536255E0,9.623533504E0
9.920917241E0,-2.033843994E-1,8.135986328E-2,9.616760254E0,9.619254775E0
9.923267094E0,-1.962127686E-1,6.939697266E-2,9.664611816E0,9.666852484E0
9.925586430E0,-1.842498779E-1,5.743408203E-2,9.664611816E0,9.666538587E0
9.927936284E0,-1.842498779E-1,5.981445312E-2,9.597610474E0,9.599565229E0
9.930255620E0,-1.986083984E-1,5.743408203E-2,9.588043213E0,9.590271979E0
9.932605473E0,-1.914215088E-1,6.939697266E-2,9.638290405E0,9.640440865E0
9.934924809E0,-1.794586182E-1,8.135986328E-2,9.645462036E0,9.647474421E0
9.937274663E0,-1.722869873E-1,8.135986328E-2,9.643081665E0,9.644963776E0
9.939593999E0,-1.722869873E-1,7.896423340E-2,9.650253296E0,9.652114112E0
9.941943852E0,-1.818542480E-1,7.656860352E-2,9.640686035E0,9.642705064E0
9.944263188E0,-1.842498779E-1,7.896423340E-2,9.623931885E0,9.626019338E0
9.946613042E0,-1.746826172E-1,8.375549316E-2,9.628723145E0,9.630671752E0
9.948932378E0,-1.722869873E-1,6.939697266E-2,9.623931885E0,9.625724059E0
9.951282231E0,-1.938171387E-1,7.177734375E-2,9.623931885E0,9.626150944E0
9.953601567E0,-2.057800293E-1,8.613586426E-2,9.619140625E0,9.621727037E0
9.955951421E0,-2.010040283E-1,7.656860352E-2,9.595214844E0,9.597625397E0
9.958301274E0,-1.842498779E-1,7.417297363E-2,9.623931885E0,9.625981226E0
9.960620610E0,-2.033843994E-1,5.264282227E-2,9.635894775E0,9.638184715E0
9.962970464E0,-2.057800293E-1,5.503845215E-2,9.621536255E0,9.623893939E0
9.965289800E0,-2.033843994E-1,5.981445312E-2,9.631118774E0,9.633451709E0
9.967639653E0,-2.010040283E-1,6.460571289E-2,9.628723145E0,9.631037634E0
9.969958989E0,-1.986083984E-1,6.700134277E-2,9.650253296E0,9.652529365E0
9.972308843E0,-1.698913574E-1,8.853149414E-2,9.621536255E0,9.623443292E0
9.974628178E0,-1.746826172E-1,7.896423340E-2,9.638290405E0,9.640196642E0
9.976978032E0,-1.842498779E-1,5.264282227E-2,9.671783447E0,9.673681530E0
9.979297368E0,-1.890258789E-1,5.743408203E-2,9.628723145E0,9.630749652E0
9.981647221E0,-1.890258789E-1,6.700134277E-2,9.609573364E0,9.611665839E0
9.983966557E0,-1.962127686E-1,5.743408203E-2,9.635894775E0,9.638063407E0
9.986316411E0,-1.986083984E-1,7.177734375E-2,9.643081665E0,9.645393786E0
9.988635747E0,-1.938171387E-1,6.700134277E-2,9.611968994E0,9.614156344E0
9.990985600E0,-1.866455078E-1,7.177734375E-2,9.631118774E0,9.633194557E0
9.993304936E0,-2.057800293E-1,6.700134277E-2,9.662216187E0,9.664639478E0
9.995654790E0,-1.914215088E-1,6.700134277E-2,9.626327515E0,9.628463678E0
9.997974126E0,-1.698913574E-1,6.939697266E-2,9.585647583E0,9.587404164E0
1.000032398E1,-1.794586182E-1,7.177734375E-2,9.621536255E0,9.623477401E0
1.000264332E1,-1.914215088E-1,6.221008301E-2,9.669403076E0,9.671497719E0
1.000499317E1,-1.962127686E-1,6.700134277E-2,9.633499146E0,9.635730093E0
1.000731250E1,-2.010040283E-1,6.700134277E-2,9.638290405E0,9.640618950E0
1.000966236E1,-1.842498779E-1,5.264282227E-2,9.607177734E0,9.609088578E0
1.001198169E1,-2.033843994E-1,5.981445312E-2,9.602401733E0,9.604741643E0
1.001433155E1,-1.986083984E-1,5.743408203E-2,9.592819214E0,9.595046870E0
1.001665088E1,-2.033843994E-1,6.221008301E-2,9.640686035E0,9.643031812E0
1.001900074E1,-1.986083984E-1,6.460571289E-2,9.633499146E0,9.635762813E0
1.002132007E1,-1.890258789E-1,6.939697266E-2,9.609573364E0,9.611682837E0
1.002366993E1,-1.770629883E-1,7.417297363E-2,9.611968994E0,9.613885836E0
1.002598926E1,-1.818542480E-1,6.700134277E-2,9.645462036E0,9.647408877E0
1.002833912E1,-1.866455078E-1,6.700134277E-2,9.614364624E0,9.616409561E0
1.003065845E1,-1.890258789E-1,7.417297363E-2,9.628723145E0,9.630864022E0
1.003300831E1,-1.842498779E-1,7.177734375E-2,9.640686035E0,9.642713686E0
1.003532764E1,-1.842498779E-1,6.700134277E-2,9.626327515E0,9.628323770E0
1.003767750E1,-1.842498779E-1,6.460571289E-2,9.585647583E0,9.587635866E0
1.003999683E1,-1.842498779E-1,5.981445312E-2,9.614364624E0,9.616315974E0
1.004237720E1,-1.890258789E-1,6.700134277E-2,9.623931885E0,9.626021239E0
1.004469654E1,-1.890258789E-1,7.177734375E-2,9.614364624E0,9.616490519E0
1.004704639E1,-1.866455078E-1,7.417297363E-2,9.604797363E0,9.606897031E0
1.004936573E1,-1.818542480E-1,5.503845215E-2,9.611968994E0,9.613846688E0
1.005171558E1,-1.722869873E-1,5.981445312E-2,9.643081665E0,9.644806093E0
1.005403492E1,-1.818542480E-1,7.417297363E-2,9.621536255E0,9.623540539E0
1.005638477E1,-1.746826172E-1,9.332275391E-2,9.633499146E0,9.635534699E0
1.005873462E1,-1.627044678E-1,7.896423340E-2,9.628723145E0,9.630421460E0
1.006105396E1,-1.938171387E-1,5.981445312E-2,9.600006104E0,9.602148720E0
1.006337330E1,-1.794586182E-1,8.135986328E-2,9.623931885E0,9.625948771E0
1.006572315E1,-1.794586182E-1,6.700134277E-2,9.674179077E0,9.676075413E0
1.006807300E1,-1.818542480E-1,7.177734375E-2,9.681365967E0,9.683339813E0
1.007039234E1,-1.674957275E-1,5.743408203E-2,9.611968994E0,9.613599817E0
1.007274219E1,-1.698913574E-1,5.503845215E-2,9.633499146E0,9.635154285E0
1.007506153E1,-1.914215088E-1,5.981445312E-2,9.650253296E0,9.652336952E0
1.007747242E1,-2.057800293E-1,6.460571289E-2,9.667007446E0,9.669413234E0
1.007973072E1,-1.914215088E-1,7.417297363E-2,9.626327515E0,9.628516253E0
1.008208057E1,-1.746826172E-1,8.375549316E-2,9.631118774E0,9.633066897E0
1.008439991E1,-1.627044678E-1,7.177734375E-2,9.650253296E0,9.651891701E0
1.008674976E1,-1.770629883E-1,6.460571289E-2,9.626327515E0,9.628172548E0
1.008906910E1,-1.794586182E-1,6.460571289E-2,9.652648926E0,9.654533162E0
1.009141895E1,-1.842498779E-1,5.264282227E-2,9.647857666E0,9.649760454E0
1.009373829E1,-2.081756592E-1,6.460571289E-2,9.628723145E0,9.631189978E0
1.009608814E1,-2.010040283E-1,8.375549316E-2,9.614364624E0,9.616830285E0
1.009840748E1,-1.770629883E-1,8.613586426E-2,9.621536255E0,9.623550831E0
1.010075733E1,-1.722869873E-1,7.417297363E-2,9.662216187E0,9.664036738E0
1.010307667E1,-1.890258789E-1,5.503845215E-2,9.645462036E0,9.647471063E0
1.010542652E1,-2.010040283E-1,5.503845215E-2,9.614364624E0,9.616623055E0
1.010774585E1,-2.033843994E-1,5.743408203E-2,9.600006104E0,9.602332064E0
1.011009571E1,-2.129669189E-1,5.743408203E-2,9.621536255E0,9.624064291E0
1.011241504E1,-1.914215088E-1,5.743408203E-2,9.597610474E0,9.599691020E0
1.011476490E1,-1.866455078E-1,9.092712402E-2,9.621536255E0,9.623775984E0
1.011708423E1,-1.866455078E-1,1.028900146E-1,9.635894775E0,9.638251451E0
1.011943409E1,-1.651000977E-1,7.656860352E-2,9.638290405E0,9.640008440E0
1.012175342E1,-1.722869873E-1,7.417297363E-2,9.628723145E0,9.630550027E0
1.012410328E1,-1.890258789E-1,5.981445312E-2,9.604797363E0,9.606843443E0
1.012642261E1,-1.914215088E-1,6.221008301E-2,9.635894775E0,9.637996701E0
1.012877247E1,-2.057800293E-1,6.221008301E-2,9.616760254E0,9.619162817E0
1.013109180E1,-2.105712891E-1,6.221008301E-2,9.578475952E0,9.580992220E0
1.013344166E1,-2.081756592E-1,5.743408203E-2,9.604797363E0,9.607224790E0
1.013576099E1,-1.962127686E-1,7.417297363E-2,9.621536255E0,9.623822577E0
1.013811084E1,-1.938171387E-1,7.656860352E-2,9.607177734E0,9.609437645E0
1.014043018E1,-1.962127686E-1,6.460571289E-2,9.588043213E0,9.590268297E0
1.014278003E1,-1.890258789E-1,6.700134277E-2,9.604797363E0,9.606890879E0
1.014509937E1,-1.914215088E-1,6.700134277E-2,9.635894775E0,9.638028818E0
1.014744922E1,-2.057800293E-1,7.656860352E-2,9.633499146E0,9.636000932E0
1.014976856E1,-1.818542480E-1,9.809875488E-2,9.645462036E0,9.647674965E0
1.015211841E1,-1.579284668E-1,9.571838379E-2,9.616760254E0,9.618533214E0
1.015446827E1,-1.746826172E-1,9.092712402E-2,9.604797363E0,9.606816026E0
1.015678760E1,-1.866455078E-1,7.417297363E-2,9.590438843E0,9.592541653E0
1.015913746E1,-1.938171387E-1,5.743408203E-2,9.623931885E0,9.626054679E0
1.016145679E1,-1.866455078E-1,5.981445312E-2,9.626327515E0,9.628322582E0
1.016380665E1,-1.986083984E-1,6.700134277E-2,9.595214844E0,9.597503966E0
1.016612598E1,-1.890258789E-1,1.052856445E-1,9.628723145E0,9.631153890E0
1.016847584E1,-1.866455078E-1,7.417297363E-2,9.669403076E0,9.671488718E0
1.017079517E1,-1.938171387E-1,8.375549316E-2,9.635894775E0,9.638207727E0
1.017314502E1,-1.842498779E-1,7.896423340E-2,9.602401733E0,9.604493866E0
1.017546436E1,-1.794586182E-1,5.981445312E-2,9.638290405E0,9.640146529E0
1.017781421E1,-2.010040283E-1,5.743408203E-2,9.592819214E0,9.595096756E0
1.018013355E1,-2.033843994E-1,6.460571289E-2,9.578475952E0,9.580852816E0
1.018248340E1,-1.962127686E-1,6.939697266E-2,9.645462036E0,9.647707151E0
1.018480274E1,-1.890258789E-1,6.460571289E-2,9.678970337E0,9.681031529E0
1.018715259E1,-1.746826172E-1,9.092712402E-2,9.611968994E0,9.613986151E0
1.018947193E1,-1.794586182E-1,6.939697266E-2,9.600006104E0,9.601934103E0
1.019182178E1,-1.890258789E-1,4.785156250E-2,9.669403076E0,9.671368900E0
1.019414112E1,-2.033843994E-1,5.024719238E-2,9.616760254E0,9.619041936E0
1.019649097E1,-2.033843994E-1,6.939697266E-2,9.607177734E0,9.609580905E0
1.019881031E1,-2.010040283E-1,6.221008301E-2,9.657424927E0,9.659716814E0
1.020116016E1,-1.938171387E-1,6.221008301E-2,9.662216187E0,9.664360135E0
1.020347950E1,-1.722869873E-1,6.939697266E-2,9.600006104E0,9.601802744E0
1.020582935E1,-1.627044678E-1,5.503845215E-2,9.607177734E0,9.608713025E0
1.020814869E1,-1.698913574E-1,5.981445312E-2,9.678970337E0,9.680646033E0
1.021049854E1,-1.962127686E-1,5.743408203E-2,9.645462036E0,9.647628518E0
1.021281788E1,-1.866455078E-1,5.503845215E-2,9.631118774E0,9.633084377E0
1.021516773E1,-1.746826172E-1,5.024719238E-2,9.652648926E0,9.654360159E0
1.021748706E1,-1.818542480E-1,5.503845215E-2,9.669403076E0,9.671269619E0
1.021983692E1,-1.818542480E-1,7.417297363E-2,9.686141968E0,9.688132886E0
1.022215626E1,-1.962127686E-1,6.221008301E-2,9.669403076E0,9.671593736E0
1.022450611E1,-1.914215088E-1,6.460571289E-2,9.645462036E0,9.647577623E0
1.022682544E1,-1.962127686E-1,6.221008301E-2,9.607177734E0,9.609382580E0
1.022917530E1,-1.986083984E-1,6.460571289E-2,9.592819214E0,9.595092478E0
1.023149463E1,-2.010040283E-1,6.460571289E-2,9.638290405E0,9.640602598E0
1.023384449E1,-2.057800293E-1,6.460571289E-2,9.678970337E0,9.681373152E0
1.023616382E1,-2.057800293E-1,5.743408203E-2,9.655044556E0,9.657408010E0
1.023851368E1,-1.890258789E-1,6.460571289E-2,9.626327515E0,9.628399976E0
1.024083301E1,-1.866455078E-1,6.460571289E-2,9.611968994E0,9.613998044E0
1.024318287E1,-1.962127686E-1,6.221008301E-2,9.662216187E0,9.664408475E0
1.024550220E1,-1.890258789E-1,6.221008301E-2,9.652648926E0,9.654700004E0
1.024785206E1,-1.914215088E-1,6.221008301E-2,9.635894775E0,9.637996701E0
1.025017139E1,-1.986083984E-1,7.177734375E-2,9.626327515E0,9.628643658E0
1.025252124E1,-1.938171387E-1,8.613586426E-2,9.628723145E0,9.631058813E0
1.025487110E1,-1.746826172E-1,9.092712402E-2,9.631118774E0,9.633131921E0
1.025719043E1,-1.722869873E-1,8.613586426E-2,9.647857666E0,9.649780295E0
1.025954029E1,-1.770629883E-1,5.024719238E-2,9.662216187E0,9.663969046E0
1.026185962E1,-1.818542480E-1,5.264282227E-2,9.650253296E0,9.652110179E0
1.026420948E1,-1.938171387E-1,5.503845215E-2,9.640686035E0,9.642791170E0
1.026652881E1,-1.914215088E-1,7.896423340E-2,9.643081665E0,9.645304637E0
1.026887867E1,-1.914215088E-1,7.417297363E-2,9.640686035E0,9.642871515E0
1.027119800E1,-1.890258789E-1,6.939697266E-2,9.597610474E0,9.599722575E0
1.027354786E1,-1.890258789E-1,7.177734375E-2,9.607177734E0,9.609305219E0
1.027586719E1,-1.914215088E-1,6.460571289E-2,9.602401733E0,9.604526805E0
1.027821705E1,-1.938171387E-1,6.460571289E-2,9.633499146E0,9.635665248E0
1.028053638E1,-1.986083984E-1,5.743408203E-2,9.607177734E0,9.609402062E0
1.028288624E1,-2.057800293E-1,6.460571289E-2,9.638290405E0,9.640703359E0
1.028520557E1,-1.794586182E-1,8.375549316E-2,9.628723145E0,9.630759564E0
1.028755542E1,-1.914215088E-1,7.177734375E-2,9.626327515E0,9.628498097E0
1.028987476E1,-1.986083984E-1,6.939697266E-2,9.619140625E0,9.621441035E0
1.029222461E1,-2.033843994E-1,6.939697266E-2,9.628723145E0,9.631120939E0
1.029454395E1,-2.033843994E-1,7.656860352E-2,9.626327515E0,9.628780265E0
1.029689380E1,-1.866455078E-1,9.092712402E-2,9.607177734E0,9.609420810E0
1.029921314E1,-1.818542480E-1,7.417297363E-2,9.611968994E0,9.613975273E0
1.030156299E1,-1.746826172E-1,5.503845215E-2,9.631118774E0,9.632860016E0
1.030388233E1,-2.010040283E-1,5.024719238E-2,9.631118774E0,9.633347095E0
1.030623218E1,-2.057800293E-1,5.264282227E-2,9.643081665E0,9.645420711E0
1.030855152E1,-2.153472900E-1,5.981445312E-2,9.638290405E0,9.640881400E0
1.031090137E1,-1.890258789E-1,7.177734375E-2,9.626327515E0,9.628450768E0
1.031325122E1,-1.938171387E-1,6.460571289E-2,9.611968994E0,9.614139947E0
1.031557056E1,-1.986083984E-1,7.177734375E-2,9.621536255E0,9.623853552E0
1.031792042E1,-1.818542480E-1,8.613586426E-2,9.647857666E0,9.649955850E0
1.032023975E1,-1.818542480E-1,7.177734375E-2,9.635894775E0,9.637877934E0
1.032258960E1,-1.914215088E-1,6.460571289E-2,9.595214844E0,9.597341506E0
1.032490894E1,-1.986083984E-1,5.264282227E-2,9.588043213E0,9.590244481E0
1.032728931E1,-2.033843994E-1,6.460571289E-2,9.645462036E0,9.647822397E0
1.032960865E1,-2.057800293E-1,5.981445312E-2,9.655044556E0,9.657422459E0
1.033195850E1,-1.938171387E-1,5.264282227E-2,9.650253296E0,9.652342981E0
1.033427784E1,-1.770629883E-1,5.024719238E-2,9.628723145E0,9.630482100E0
1.033662769E1,-1.698913574E-1,5.743408203E-2,9.621536255E0,9.623207451E0
1.033894703E1,-1.842498779E-1,6.221008301E-2,9.628723145E0,9.630686762E0
1.034129688E1,-1.914215088E-1,6.700134277E-2,9.611968994E0,9.614108348E0
1.034361622E1,-1.794586182E-1,6.939697266E-2,9.635894775E0,9.637815596E0
1.034596607E1,-1.770629883E-1,6.221008301E-2,9.635894775E0,9.637722216E0
1.034828540E1,-1.842498779E-1,8.375549316E-2,9.619140625E0,9.621269634E0
1.035063526E1,-1.674957275E-1,6.700134277E-2,9.662216187E0,9.663900125E0
1.035295459E1,-1.674957275E-1,5.024719238E-2,9.676574707E0,9.678154662E0
1.035530445E1,-1.698913574E-1,4.785156250E-2,9.631118774E0,9.632735940E0
1.035762378E1,-1.770629883E-1,5.024719238E-2,9.659820557E0,9.661573850E0
1.035997364E1,-1.866455078E-1,5.503845215E-2,9.659820557E0,9.661780321E0
1.036229297E1,-1.794586182E-1,8.135986328E-2,9.669403076E0,9.671410480E0
1.036464283E1,-1.770629883E-1,6.939697266E-2,9.664611816E0,9.666482752E0
1.036696216E1,-1.842498779E-1,6.460571289E-2,9.659820557E0,9.661793576E0
1.036931202E1,-1.770629883E-1,7.177734375E-2,9.643081665E0,9.644974198E0
1.037163135E1,-1.746826172E-1,6.460571289E-2,9.643081665E0,9.644880088E0
1.037398121E1,-1.914215088E-1,5.981445312E-2,9.683746338E0,9.685822789E0
1.037630054E1,-1.794586182E-1,5.264282227E-2,9.688537598E0,9.690342483E0
1.037865040E1,-1.627044678E-1,6.700134277E-2,9.638290405E0,9.639896465E0
1.038096973E1,-1.674957275E-1,9.332275391E-2,9.640686035E0,9.642592555E0
1.038331958E1,-1.603240967E-1,8.613586426E-2,9.671783447E0,9.673495658E0
1.038563892E1,-1.698913574E-1,8.135986328E-2,9.645462036E0,9.647301197E0
1.038798877E1,-1.722869873E-1,7.417297363E-2,9.616760254E0,9.618589409E0
1.039030811E1,-1.842498779E-1,6.939697266E-2,9.650253296E0,9.652261529E0
1.039265796E1,-1.866455078E-1,6.700134277E-2,9.650253296E0,9.652290630E0
1.039497730E1,-1.770629883E-1,7.896423340E-2,9.633499146E0,9.635449779E0
1.039732715E1,-1.770629883E-1,6.460571289E-2,9.652648926E0,9.654488929E0
1.039964649E1,-1.938171387E-1,5.503845215E-2,9.652648926E0,9.654751452E0
1.040199634E1,-1.986083984E-1,6.460571289E-2,9.633499146E0,9.635762813E0
1.040431568E1,-1.722869873E-1,9.571838379E-2,9.635894775E0,9.637910196E0
1.040666553E1,-1.603240967E-1,7.417297363E-2,9.623931885E0,9.625552990E0
1.040898487E1,-1.651000977E-1,9.092712402E-2,9.614364624E0,9.616211983E0
1.041133472E1,-1.627044678E-1,7.896423340E-2,9.621536255E0,9.623235838E0
1.041365406E1,-1.674957275E-1,7.656860352E-2,9.655044556E0,9.656800865E0
1.041600391E1,-1.818542480E-1,6.939697266E-2,9.650253296E0,9.652216097E0
1.041832325E1,-1.794586182E-1,5.743408203E-2,9.652648926E0,9.654487835E0
1.042067310E1,-1.842498779E-1,6.221008301E-2,9.623931885E0,9.625896480E0
1.042302295E1,-1.938171387E-1,6.221008301E-2,9.619140625E0,9.621294172E0
1.042534229E1,-1.866455078E-1,7.896423340E-2,9.621536255E0,9.623670391E0
1.042766163E1,-1.794586182E-1,8.613586426E-2,9.640686035E0,9.642740897E0
1.043001148E1,-1.698913574E-1,9.092712402E-2,9.633499146E0,9.635426125E0
1.043236133E1,-1.579284668E-1,8.135986328E-2,9.619140625E0,9.620781007E0
1.043468067E1,-1.698913574E-1,6.939697266E-2,9.659820557E0,9.661563652E0
1.043700000E1,-2.010040283E-1,6.939697266E-2,9.647857666E0,9.650200832E0
1.043934986E1,-1.986083984E-1,7.656860352E-2,9.621536255E0,9.623890479E0
1.044169971E1,-1.842498779E-1,6.221008301E-2,9.638290405E0,9.640252074E0
1.044401905E1,-1.890258789E-1,7.177734375E-2,9.652648926E0,9.654766390E0
1.044636890E1,-1.986083984E-1,9.809875488E-2,9.633499146E0,9.636045581E0
1.044868824E1,-1.770629883E-1,1.052856445E-1,9.631118774E0,9.633321609E0
1.045103809E1,-1.698913574E-1,8.853149414E-2,9.671783447E0,9.673680579E0
1.045335743E1,-1.746826172E-1,6.221008301E-2,9.616760254E0,9.618547806E0
1.045570728E1,-1.842498779E-1,5.503845215E-2,9.616760254E0,9.618682604E0
1.045802662E1,-1.914215088E-1,6.460571289E-2,9.645462036E0,9.647577623E0
