"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.546529582E1,-2.273254395E-1,6.460571289E-2,9.628723145E0,9.631622924E0
1.546764567E1,-2.153472900E-1,5.503845215E-2,9.604797363E0,9.607368843E0
1.546996501E1,-2.153472900E-1,8.853149414E-2,9.628723145E0,9.631537867E0
1.547231486E1,-1.986083984E-1,5.981445312E-2,9.657424927E0,9.659652130E0
1.547463420E1,-2.249298096E-1,5.981445312E-2,9.621536255E0,9.624350944E0
1.547698405E1,-2.153472900E-1,5.743408203E-2,9.592819214E0,9.595407943E0
1.547933391E1,-2.033843994E-1,5.264282227E-2,9.609573364E0,9.611869575E0
1.548168376E1,-2.081756592E-1,5.024719238E-2,9.638290405E0,9.640669262E0
1.548403361E1,-1.914215088E-1,5.503845215E-2,9.635894775E0,9.637953079E0
1.548635295E1,-2.105712891E-1,5.024719238E-2,9.619140625E0,9.621576348E0
1.548870280E1,-1.986083984E-1,5.024719238E-2,9.607177734E0,9.609361794E0
1.549102214E1,-1.962127686E-1,6.221008301E-2,9.623931885E0,9.626132893E0
1.549337199E1,-2.057800293E-1,5.981445312E-2,9.655044556E0,9.657422459E0
1.549569133E1,-2.057800293E-1,5.743408203E-2,9.650253296E0,9.652617923E0
1.549804118E1,-2.057800293E-1,6.460571289E-2,9.616760254E0,9.619178608E0
1.550036052E1,-1.890258789E-1,8.853149414E-2,9.602401733E0,9.604670096E0
1.550271037E1,-1.962127686E-1,8.375549316E-2,9.616760254E0,9.619126375E0
1.550502971E1,-2.010040283E-1,7.656860352E-2,9.626327515E0,9.628730279E0
1.550737956E1,-1.962127686E-1,8.375549316E-2,9.621536255E0,9.623901202E0
1.550969890E1,-2.129669189E-1,6.221008301E-2,9.597610474E0,9.600174572E0
1.551204875E1,-2.153472900E-1,5.743408203E-2,9.619140625E0,9.621722273E0
1.551436809E1,-2.081756592E-1,7.896423340E-2,9.633499146E0,9.636071723E0
1.551671794E1,-2.081756592E-1,6.221008301E-2,9.631118774E0,9.633569227E0
1.551912883E1,-1.986083984E-1,7.417297363E-2,9.635894775E0,9.638226759E0
1.552138713E1,-2.033843994E-1,6.700134277E-2,9.607177734E0,9.609563903E0
1.552373698E1,-2.129669189E-1,7.177734375E-2,9.583251953E0,9.585886756E0
1.552605632E1,-2.129669189E-1,6.939697266E-2,9.571289062E0,9.573909607E0
1.552840617E1,-2.057800293E-1,7.896423340E-2,9.626327515E0,9.628850512E0
1.553072551E1,-2.321014404E-1,7.656860352E-2,9.638290405E0,9.641388685E0
1.553307536E1,-2.416687012E-1,5.743408203E-2,9.609573364E0,9.612783295E0
1.553539470E1,-2.177429199E-1,7.177734375E-2,9.592819214E0,9.595558579E0
1.553774455E1,-2.201385498E-1,6.939697266E-2,9.635894775E0,9.638658882E0
1.554006389E1,-1.938171387E-1,7.656860352E-2,9.690933228E0,9.693173611E0
1.554241374E1,-1.986083984E-1,7.417297363E-2,9.681365967E0,9.683687000E0
1.554473308E1,-1.986083984E-1,7.177734375E-2,9.590438843E0,9.592763652E0
1.554708293E1,-1.962127686E-1,6.700134277E-2,9.549758911E0,9.552009416E0
1.554940227E1,-2.201385498E-1,6.700134277E-2,9.614364624E0,9.617117930E0
1.555175212E1,-2.225341797E-1,6.460571289E-2,9.676574707E0,9.679348812E0
1.555407145E1,-2.081756592E-1,8.135986328E-2,9.621536255E0,9.624131984E0
1.555642131E1,-1.986083984E-1,5.503845215E-2,9.583251953E0,9.585467778E0
1.555877116E1,-2.177429199E-1,7.177734375E-2,9.602401733E0,9.605138365E0
1.556109050E1,-2.105712891E-1,6.221008301E-2,9.621536255E0,9.624041265E0
1.556344035E1,-2.153472900E-1,6.700134277E-2,9.662216187E0,9.664847918E0
1.556575969E1,-2.033843994E-1,6.460571289E-2,9.635894775E0,9.638257479E0
1.556810954E1,-2.033843994E-1,5.981445312E-2,9.595214844E0,9.597556506E0
1.557042888E1,-2.081756592E-1,6.700134277E-2,9.559326172E0,9.561827396E0
1.557277873E1,-2.225341797E-1,8.135986328E-2,9.564117432E0,9.567051956E0
1.557509807E1,-2.129669189E-1,6.939697266E-2,9.614364624E0,9.616973431E0
1.557744792E1,-2.225341797E-1,6.221008301E-2,9.659820557E0,9.662583751E0
1.557976726E1,-2.225341797E-1,5.981445312E-2,9.602401733E0,9.605166229E0
1.558211711E1,-2.177429199E-1,6.460571289E-2,9.564117432E0,9.566813896E0
1.558443645E1,-2.081756592E-1,6.939697266E-2,9.602401733E0,9.604908750E0
1.558678630E1,-2.153472900E-1,7.177734375E-2,9.626327515E0,9.629003472E0
1.558910563E1,-1.962127686E-1,9.092712402E-2,9.640686035E0,9.643111242E0
1.559145549E1,-1.866455078E-1,7.656860352E-2,9.609573364E0,9.611690774E0
1.559377482E1,-1.914215088E-1,7.417297363E-2,9.580856323E0,9.583055448E0
1.559612468E1,-2.010040283E-1,6.460571289E-2,9.561721802E0,9.564052506E0
1.559844401E1,-2.081756592E-1,8.135986328E-2,9.623931885E0,9.626526967E0
1.560079387E1,-2.081756592E-1,6.221008301E-2,9.657424927E0,9.659868706E0
1.560314372E1,-2.033843994E-1,5.743408203E-2,9.611968994E0,9.614292061E0
1.560546306E1,-1.938171387E-1,6.700134277E-2,9.566513062E0,9.568710802E0
1.560781291E1,-2.081756592E-1,7.417297363E-2,9.604797363E0,9.607339440E0
1.561013224E1,-2.010040283E-1,6.939697266E-2,9.659820557E0,9.662160822E0
1.561248210E1,-2.057800293E-1,6.221008301E-2,9.647857666E0,9.650252487E0
1.561480144E1,-1.890258789E-1,6.460571289E-2,9.592819214E0,9.594898913E0
1.561715129E1,-2.057800293E-1,6.700134277E-2,9.564117432E0,9.566565572E0
1.561947062E1,-1.890258789E-1,8.135986328E-2,9.592819214E0,9.595026351E0
1.562182048E1,-1.866455078E-1,7.896423340E-2,9.616760254E0,9.618895450E0
1.562413981E1,-1.962127686E-1,8.613586426E-2,9.626327515E0,9.628712284E0
1.562648967E1,-1.866455078E-1,8.135986328E-2,9.621536255E0,9.623690346E0
1.562880900E1,-1.938171387E-1,8.375549316E-2,9.633499146E0,9.635812672E0
1.563115886E1,-2.201385498E-1,7.656860352E-2,9.621536255E0,9.624358869E0
1.563347819E1,-2.249298096E-1,6.939697266E-2,9.667007446E0,9.669872922E0
1.563582805E1,-2.105712891E-1,6.221008301E-2,9.678970337E0,9.681460486E0
1.563814738E1,-2.129669189E-1,7.896423340E-2,9.633499146E0,9.636176422E0
1.564049724E1,-2.105712891E-1,6.700134277E-2,9.602401733E0,9.604943961E0
1.564281657E1,-2.225341797E-1,7.656860352E-2,9.619140625E0,9.622019049E0
1.564516643E1,-2.010040283E-1,8.853149414E-2,9.640686035E0,9.643187630E0
1.564748576E1,-2.033843994E-1,1.100769043E-1,9.633499146E0,9.636274587E0
1.564983561E1,-1.866455078E-1,9.092712402E-2,9.607177734E0,9.609420810E0
1.565215495E1,-1.818542480E-1,9.332275391E-2,9.647857666E0,9.650022676E0
1.565450480E1,-1.890258789E-1,5.743408203E-2,9.640686035E0,9.642710028E0
1.565682414E1,-2.081756592E-1,7.177734375E-2,9.659820557E0,9.662330065E0
1.565917399E1,-2.177429199E-1,5.743408203E-2,9.662216187E0,9.664840003E0
1.566149333E1,-2.249298096E-1,5.264282227E-2,9.683746338E0,9.686501320E0
1.566384318E1,-2.153472900E-1,6.700134277E-2,9.647857666E0,9.650493313E0
1.566616252E1,-2.201385498E-1,7.177734375E-2,9.635894775E0,9.638676314E0
1.566851237E1,-2.129669189E-1,6.460571289E-2,9.652648926E0,9.655214140E0
1.567083171E1,-2.249298096E-1,5.503845215E-2,9.664611816E0,9.667385593E0
1.567318156E1,-2.201385498E-1,5.981445312E-2,9.628723145E0,9.631425032E0
1.567550090E1,-2.225341797E-1,7.417297363E-2,9.609573364E0,9.612435869E0
1.567785075E1,-2.273254395E-1,6.221008301E-2,9.655044556E0,9.657920704E0
1.568017009E1,-2.249298096E-1,5.503845215E-2,9.667007446E0,9.669780536E0
1.568251994E1,-2.225341797E-1,5.981445312E-2,9.638290405E0,9.641044610E0
1.568483928E1,-2.225341797E-1,6.460571289E-2,9.655044556E0,9.657824845E0
1.568718913E1,-2.057800293E-1,6.221008301E-2,9.655044556E0,9.657437594E0
1.568953898E1,-2.081756592E-1,6.221008301E-2,9.619140625E0,9.621594128E0
1.569185832E1,-1.938171387E-1,8.375549316E-2,9.623931885E0,9.626247711E0
1.569420817E1,-1.986083984E-1,7.896423340E-2,9.664611816E0,9.666974822E0
1.569652751E1,-2.033843994E-1,5.743408203E-2,9.667007446E0,9.669317290E0
1.569887736E1,-2.010040283E-1,7.896423340E-2,9.628723145E0,9.631144655E0
1.570119670E1,-1.818542480E-1,7.177734375E-2,9.631118774E0,9.633102917E0
1.570354655E1,-2.081756592E-1,6.939697266E-2,9.652648926E0,9.655142895E0
1.570586589E1,-2.153472900E-1,6.939697266E-2,9.662216187E0,9.664864822E0
1.570821574E1,-2.129669189E-1,6.221008301E-2,9.652648926E0,9.655198407E0
1.571053508E1,-2.105712891E-1,5.743408203E-2,9.638290405E0,9.640761426E0
1.571288493E1,-2.057800293E-1,5.024719238E-2,9.650253296E0,9.652577836E0
1.571520427E1,-1.914215088E-1,5.264282227E-2,9.626327515E0,9.628374467E0
1.571755412E1,-2.010040283E-1,5.981445312E-2,9.633499146E0,9.635781555E0
1.571987346E1,-2.057800293E-1,6.460571289E-2,9.628723145E0,9.631138495E0
1.572222331E1,-2.033843994E-1,7.177734375E-2,9.609573364E0,9.611993417E0
1.572454265E1,-1.890258789E-1,7.177734375E-2,9.592819214E0,9.594949882E0
1.572689250E1,-1.986083984E-1,7.656860352E-2,9.568893433E0,9.571260605E0
1.572921184E1,-2.033843994E-1,7.417297363E-2,9.635894775E0,9.638326357E0
1.573156169E1,-1.938171387E-1,5.503845215E-2,9.655044556E0,9.657146560E0
1.573388102E1,-2.010040283E-1,6.460571289E-2,9.607177734E0,9.609497413E0
1.573623088E1,-1.794586182E-1,7.896423340E-2,9.623931885E0,9.625928821E0
1.573858073E1,-1.962127686E-1,6.700134277E-2,9.640686035E0,9.642915319E0
1.574090007E1,-1.962127686E-1,5.981445312E-2,9.640686035E0,9.642868061E0
1.574324992E1,-1.986083984E-1,6.221008301E-2,9.635894775E0,9.638142119E0
1.574556926E1,-2.057800293E-1,6.939697266E-2,9.619140625E0,9.621591746E0
1.574791911E1,-2.057800293E-1,7.417297363E-2,9.616760254E0,9.619247623E0
1.575023845E1,-2.177429199E-1,8.613586426E-2,9.626327515E0,9.629175083E0
1.575258830E1,-2.033843994E-1,7.417297363E-2,9.638290405E0,9.640721383E0
1.575490764E1,-2.105712891E-1,5.981445312E-2,9.662216187E0,9.664695529E0
1.575725749E1,-2.105712891E-1,5.981445312E-2,9.628723145E0,9.631211109E0
1.575957683E1,-2.273254395E-1,6.221008301E-2,9.638290405E0,9.641171552E0
1.576192668E1,-2.177429199E-1,5.503845215E-2,9.659820557E0,9.662431081E0
1.576427653E1,-2.129669189E-1,5.264282227E-2,9.655044556E0,9.657536515E0
1.576662639E1,-2.201385498E-1,5.743408203E-2,9.619140625E0,9.621830700E0
1.576897624E1,-2.249298096E-1,5.981445312E-2,9.607177734E0,9.609996629E0
1.577129558E1,-2.177429199E-1,6.221008301E-2,9.635894775E0,9.638555400E0
1.577364543E1,-2.081756592E-1,6.700134277E-2,9.659820557E0,9.662295766E0
1.577596477E1,-2.033843994E-1,6.700134277E-2,9.631118774E0,9.633499013E0
1.577831462E1,-2.010040283E-1,7.896423340E-2,9.633499146E0,9.635919456E0
1.578063395E1,-2.105712891E-1,7.417297363E-2,9.631118774E0,9.633705971E0
1.578298381E1,-2.129669189E-1,6.939697266E-2,9.643081665E0,9.645682705E0
1.578530314E1,-2.105712891E-1,5.743408203E-2,9.638290405E0,9.640761426E0
1.578765300E1,-2.177429199E-1,7.177734375E-2,9.633499146E0,9.636226946E0
1.578997233E1,-2.249298096E-1,5.743408203E-2,9.602401733E0,9.605207501E0
1.579232219E1,-2.321014404E-1,6.700134277E-2,9.609573364E0,9.612609453E0
1.579464152E1,-2.225341797E-1,6.460571289E-2,9.607177734E0,9.609971872E0
1.579699138E1,-2.249298096E-1,8.853149414E-2,9.647857666E0,9.650885389E0
1.579931071E1,-2.033843994E-1,7.177734375E-2,9.669403076E0,9.671808158E0
1.580166057E1,-2.105712891E-1,6.939697266E-2,9.631118774E0,9.633670383E0
1.580401042E1,-2.153472900E-1,7.656860352E-2,9.619140625E0,9.621855516E0
1.580632976E1,-2.225341797E-1,7.896423340E-2,9.676574707E0,9.679455298E0
1.580867961E1,-2.057800293E-1,5.981445312E-2,9.674179077E0,9.676552279E0
1.581099895E1,-2.129669189E-1,5.743408203E-2,9.623931885E0,9.626459292E0
1.581334880E1,-2.273254395E-1,6.221008301E-2,9.638290405E0,9.641171552E0
1.581566813E1,-2.129669189E-1,7.177734375E-2,9.621536255E0,9.624160576E0
1.581801799E1,-2.105712891E-1,7.656860352E-2,9.621536255E0,9.624144789E0
1.582033732E1,-2.177429199E-1,7.896423340E-2,9.638290405E0,9.641073035E0
1.582268718E1,-2.129669189E-1,7.656860352E-2,9.640686035E0,9.643341998E0
1.582500651E1,-2.177429199E-1,6.939697266E-2,9.631118774E0,9.633829808E0
1.582735637E1,-2.105712891E-1,6.700134277E-2,9.619140625E0,9.621678430E0
1.582967570E1,-2.249298096E-1,6.221008301E-2,9.647857666E0,9.650679824E0
1.583202556E1,-2.177429199E-1,6.460571289E-2,9.693328857E0,9.695989388E0
1.583434489E1,-2.129669189E-1,6.700134277E-2,9.681365967E0,9.683939853E0
1.583669474E1,-2.010040283E-1,7.656860352E-2,9.628723145E0,9.631125311E0
1.583901408E1,-2.010040283E-1,6.700134277E-2,9.583251953E0,9.585593868E0
1.584136394E1,-2.057800293E-1,6.700134277E-2,9.571289062E0,9.573735369E0
1.584371379E1,-2.177429199E-1,5.264282227E-2,9.631118774E0,9.633723688E0
1.584603312E1,-2.081756592E-1,5.981445312E-2,9.643081665E0,9.645513925E0
1.584838298E1,-2.033843994E-1,6.221008301E-2,9.602401733E0,9.604756861E0
1.585070231E1,-2.081756592E-1,6.460571289E-2,9.604797363E0,9.607270340E0
1.585305217E1,-2.129669189E-1,6.221008301E-2,9.626327515E0,9.628883966E0
1.585537150E1,-2.225341797E-1,8.135986328E-2,9.638290405E0,9.641202354E0
1.585772136E1,-2.081756592E-1,7.417297363E-2,9.643081665E0,9.645613653E0
1.586004069E1,-2.057800293E-1,5.503845215E-2,9.611968994E0,9.614329025E0
1.586239055E1,-2.153472900E-1,5.981445312E-2,9.611968994E0,9.614567082E0
1.586470988E1,-1.962127686E-1,6.939697266E-2,9.643081665E0,9.645327334E0
1.586705974E1,-2.033843994E-1,6.221008301E-2,9.652648926E0,9.654991797E0
1.586937907E1,-2.010040283E-1,6.939697266E-2,9.626327515E0,9.628675920E0
1.587172893E1,-2.010040283E-1,7.896423340E-2,9.611968994E0,9.614394724E0
1.587404826E1,-1.938171387E-1,7.177734375E-2,9.588043213E0,9.590270576E0
1.587639811E1,-2.153472900E-1,5.743408203E-2,9.588043213E0,9.590633232E0
1.587871745E1,-2.153472900E-1,5.264282227E-2,9.595214844E0,9.597775452E0
1.588106730E1,-2.249298096E-1,6.221008301E-2,9.638290405E0,9.641115363E0
1.588338664E1,-2.057800293E-1,5.981445312E-2,9.623931885E0,9.626317474E0
1.588573649E1,-2.057800293E-1,6.460571289E-2,9.611968994E0,9.614388554E0
1.588808635E1,-2.105712891E-1,7.417297363E-2,9.635894775E0,9.638480690E0
1.589040568E1,-2.081756592E-1,7.177734375E-2,9.664611816E0,9.667120081E0
1.589275554E1,-2.344970703E-1,6.221008301E-2,9.659820557E0,9.662866664E0
1.589507487E1,-2.177429199E-1,6.460571289E-2,9.643081665E0,9.645756055E0
1.589742473E1,-2.105712891E-1,6.460571289E-2,9.645462036E0,9.647976578E0
1.589974406E1,-2.081756592E-1,8.375549316E-2,9.611968994E0,9.614587876E0
1.590209392E1,-2.105712891E-1,7.896423340E-2,9.635894775E0,9.638518752E0
1.590441325E1,-2.057800293E-1,7.417297363E-2,9.621536255E0,9.624022390E0
1.590676311E1,-2.129669189E-1,8.135986328E-2,9.604797363E0,9.607502627E0
1.590908244E1,-2.105712891E-1,7.177734375E-2,9.595214844E0,9.597793504E0
1.591143229E1,-2.321014404E-1,7.417297363E-2,9.631118774E0,9.634200618E0
1.591375163E1,-2.177429199E-1,7.417297363E-2,9.633499146E0,9.636245088E0
1.591610148E1,-2.177429199E-1,6.700134277E-2,9.628723145E0,9.631417889E0
1.591842082E1,-2.153472900E-1,7.896423340E-2,9.633499146E0,9.636229324E0
1.592077067E1,-2.105712891E-1,7.177734375E-2,9.614364624E0,9.616938150E0
1.592318156E1,-2.105712891E-1,8.135986328E-2,9.621536255E0,9.624184100E0
1.592543986E1,-2.153472900E-1,7.177734375E-2,9.621536255E0,9.624213544E0
1.592775920E1,-2.153472900E-1,7.896423340E-2,9.623931885E0,9.626664777E0
1.593010905E1,-1.890258789E-1,8.613586426E-2,9.604797363E0,9.607043383E0
1.593245891E1,-1.818542480E-1,8.613586426E-2,9.631118774E0,9.633220604E0
1.593477824E1,-1.842498779E-1,7.417297363E-2,9.631118774E0,9.633166587E0
1.593712810E1,-2.033843994E-1,7.177734375E-2,9.640686035E0,9.643098280E0
1.593944743E1,-1.890258789E-1,7.177734375E-2,9.647857666E0,9.649976182E0
1.594179728E1,-1.938171387E-1,6.460571289E-2,9.645462036E0,9.647625453E0
1.594411662E1,-1.866455078E-1,6.939697266E-2,9.626327515E0,9.628386880E0
1.594646647E1,-1.962127686E-1,7.656860352E-2,9.631118774E0,9.633421565E0
1.594878581E1,-1.962127686E-1,8.135986328E-2,9.609573364E0,9.611920678E0
1.595113566E1,-1.986083984E-1,6.221008301E-2,9.631118774E0,9.633367233E0
1.595345500E1,-2.033843994E-1,7.896423340E-2,9.631118774E0,9.633589643E0
1.595580485E1,-1.866455078E-1,8.135986328E-2,9.604797363E0,9.606955208E0
1.595812419E1,-1.914215088E-1,8.135986328E-2,9.626327515E0,9.628574299E0
1.596047404E1,-1.842498779E-1,8.375549316E-2,9.623931885E0,9.626059834E0
1.596279338E1,-1.842498779E-1,8.613586426E-2,9.640686035E0,9.642831256E0
1.596514323E1,-2.033843994E-1,6.939697266E-2,9.614364624E0,9.616765999E0
1.596746257E1,-2.010040283E-1,6.460571289E-2,9.614364624E0,9.616682569E0
1.596981242E1,-2.057800293E-1,5.743408203E-2,9.602401733E0,9.604778141E0
1.597213176E1,-2.153472900E-1,6.460571289E-2,9.600006104E0,9.602638468E0
1.597448161E1,-2.081756592E-1,5.503845215E-2,9.607177734E0,9.609590541E0
1.597683146E1,-2.081756592E-1,6.700134277E-2,9.633499146E0,9.635981116E0
1.597915080E1,-2.057800293E-1,8.135986328E-2,9.614364624E0,9.616910729E0
1.598150065E1,-2.010040283E-1,6.939697266E-2,9.614364624E0,9.616715951E0
1.598381999E1,-1.914215088E-1,7.656860352E-2,9.635894775E0,9.638100076E0
1.598616984E1,-1.938171387E-1,6.700134277E-2,9.645462036E0,9.647641792E0
1.598848918E1,-2.033843994E-1,6.221008301E-2,9.647857666E0,9.650201700E0
1.599083903E1,-1.986083984E-1,6.221008301E-2,9.604797363E0,9.607051982E0
1.599315837E1,-2.033843994E-1,7.656860352E-2,9.631118774E0,9.633570305E0
1.599550822E1,-2.297058105E-1,7.656860352E-2,9.638290405E0,9.641331311E0
1.599782756E1,-2.153472900E-1,8.853149414E-2,9.616760254E0,9.619578476E0
1.600017741E1,-2.344970703E-1,8.613586426E-2,9.616760254E0,9.620004472E0
1.600249675E1,-2.105712891E-1,8.375549316E-2,9.664611816E0,9.667268322E0
1.600484660E1,-2.105712891E-1,8.135986328E-2,9.633499146E0,9.636143704E0
1.600716594E1,-2.225341797E-1,8.135986328E-2,9.645462036E0,9.648371820E0
1.600951579E1,-2.033843994E-1,8.375549316E-2,9.645462036E0,9.647969635E0
1.601183513E1,-2.225341797E-1,6.939697266E-2,9.655044556E0,9.657858084E0
1.601418498E1,-2.249298096E-1,7.177734375E-2,9.614364624E0,9.617263256E0
1.601650432E1,-2.225341797E-1,6.939697266E-2,9.619140625E0,9.621964652E0
1.601885417E1,-2.512512207E-1,6.700134277E-2,9.652648926E0,9.656150767E0
1.602117350E1,-2.249298096E-1,8.613586426E-2,9.623931885E0,9.626945400E0
1.602352336E1,-2.368927002E-1,7.896423340E-2,9.597610474E0,9.600858311E0
1.602587321E1,-2.177429199E-1,7.417297363E-2,9.650253296E0,9.652994472E0
1.602819255E1,-2.033843994E-1,6.460571289E-2,9.688537598E0,9.690887467E0
1.603054240E1,-2.297058105E-1,6.700134277E-2,9.638290405E0,9.641260077E0
1.603286174E1,-2.177429199E-1,7.896423340E-2,9.626327515E0,9.629113601E0
1.603521159E1,-2.057800293E-1,7.656860352E-2,9.643081665E0,9.645580966E0
1.603753093E1,-2.081756592E-1,5.981445312E-2,9.650253296E0,9.652683749E0
1.603988078E1,-1.962127686E-1,6.700134277E-2,9.626327515E0,9.628560123E0
1.604220012E1,-1.938171387E-1,6.939697266E-2,9.602401733E0,9.604608273E0
1.604454997E1,-1.938171387E-1,6.460571289E-2,9.604797363E0,9.606969937E0
1.604686931E1,-1.938171387E-1,6.221008301E-2,9.600006104E0,9.602163942E0
1.604921916E1,-2.010040283E-1,7.656860352E-2,9.643081665E0,9.645480256E0
1.605156901E1,-1.962127686E-1,6.460571289E-2,9.662216187E0,9.664424193E0
1.605391887E1,-1.794586182E-1,6.939697266E-2,9.638290405E0,9.640210748E0
1.605623820E1,-1.722869873E-1,6.460571289E-2,9.590438843E0,9.592203808E0
1.605858806E1,-1.890258789E-1,7.656860352E-2,9.623931885E0,9.626092585E0
1.606090739E1,-1.746826172E-1,6.460571289E-2,9.647857666E0,9.649655199E0
1.606325725E1,-1.986083984E-1,5.981445312E-2,9.640686035E0,9.642917105E0
1.606560710E1,-1.842498779E-1,6.939697266E-2,9.607177734E0,9.609194970E0
1.606792644E1,-1.866455078E-1,5.743408203E-2,9.592819214E0,9.594806704E0
1.607027629E1,-1.938171387E-1,7.177734375E-2,9.631118774E0,9.633336178E0
1.607259562E1,-1.890258789E-1,7.417297363E-2,9.664611816E0,9.666744746E0
1.607494548E1,-1.890258789E-1,5.743408203E-2,9.659820557E0,9.661840541E0
1.607726481E1,-1.986083984E-1,6.939697266E-2,9.614364624E0,9.616666177E0
1.607961467E1,-1.914215088E-1,7.896423340E-2,9.607177734E0,9.609409012E0
1.608193400E1,-2.105712891E-1,7.417297363E-2,9.638290405E0,9.640875678E0
1.608428386E1,-2.201385498E-1,7.177734375E-2,9.659820557E0,9.662595208E0
1.608660319E1,-2.225341797E-1,6.700134277E-2,9.640686035E0,9.643486811E0
1.608895305E1,-2.249298096E-1,6.460571289E-2,9.623931885E0,9.626776835E0
1.609127238E1,-2.273254395E-1,7.417297363E-2,9.616760254E0,9.619732650E0
1.609362224E1,-2.273254395E-1,7.656860352E-2,9.647857666E0,9.650839194E0
1.609594157E1,-2.249298096E-1,6.939697266E-2,9.664611816E0,9.667478002E0
1.609829142E1,-2.321014404E-1,6.460571289E-2,9.645462036E0,9.648470494E0
1.610061076E1,-2.464599609E-1,6.221008301E-2,9.631118774E0,9.634472557E0
1.610296061E1,-2.368927002E-1,6.221008301E-2,9.638290405E0,9.641401878E0
1.610531047E1,-2.392883301E-1,6.221008301E-2,9.659820557E0,9.662984124E0
1.610762980E1,-2.344970703E-1,6.460571289E-2,9.662216187E0,9.665277255E0
1.610997966E1,-2.249298096E-1,6.221008301E-2,9.626327515E0,9.629155982E0
1.611229899E1,-2.225341797E-1,6.939697266E-2,9.611968994E0,9.614795128E0
1.611464885E1,-2.344970703E-1,7.177734375E-2,9.633499146E0,9.636620084E0
1.611696818E1,-2.249298096E-1,7.177734375E-2,9.626327515E0,9.629222545E0
1.611931804E1,-2.081756592E-1,8.135986328E-2,9.623931885E0,9.626526967E0
1.612163737E1,-2.033843994E-1,7.656860352E-2,9.621536255E0,9.623990226E0
1.612404826E1,-2.153472900E-1,7.656860352E-2,9.595214844E0,9.597936502E0
1.612630656E1,-2.225341797E-1,5.981445312E-2,9.590438843E0,9.593206785E0
1.612865642E1,-2.225341797E-1,6.221008301E-2,9.635894775E0,9.638664829E0
1.613097575E1,-2.010040283E-1,6.700134277E-2,9.607177734E0,9.609513818E0
1.613332560E1,-2.105712891E-1,5.981445312E-2,9.602401733E0,9.604896516E0
1.613564494E1,-2.105712891E-1,6.221008301E-2,9.616760254E0,9.619266508E0
1.613799479E1,-2.129669189E-1,7.417297363E-2,9.604797363E0,9.607444454E0
1.614031413E1,-1.890258789E-1,7.656860352E-2,9.566513062E0,9.568686728E0
1.614266398E1,-2.057800293E-1,6.221008301E-2,9.588043213E0,9.590452970E0
1.614498332E1,-1.890258789E-1,6.939697266E-2,9.640686035E0,9.642788702E0
1.614733317E1,-1.818542480E-1,6.939697266E-2,9.623931885E0,9.625900053E0
1.614965251E1,-1.986083984E-1,7.417297363E-2,9.568893433E0,9.571241740E0
1.615200236E1,-1.866455078E-1,7.177734375E-2,9.597610474E0,9.599693502E0
1.615432170E1,-1.842498779E-1,6.939697266E-2,9.628723145E0,9.630735868E0
1.615667155E1,-1.914215088E-1,7.177734375E-2,9.623931885E0,9.626103007E0
1.615902141E1,-1.914215088E-1,6.460571289E-2,9.600006104E0,9.602131705E0
1.616134074E1,-1.794586182E-1,7.177734375E-2,9.597610474E0,9.599556458E0
1.616369060E1,-1.770629883E-1,6.700134277E-2,9.609573364E0,9.611438015E0
1.616600993E1,-1.746826172E-1,7.896423340E-2,9.645462036E0,9.647366856E0
1.616835978E1,-1.818542480E-1,7.656860352E-2,9.650253296E0,9.652270323E0
1.617067912E1,-1.842498779E-1,6.700134277E-2,9.638290405E0,9.640284183E0
1.617302897E1,-1.914215088E-1,7.417297363E-2,9.609573364E0,9.611765918E0
1.617534831E1,-1.866455078E-1,6.700134277E-2,9.604797363E0,9.606844337E0
1.617769816E1,-2.033843994E-1,6.221008301E-2,9.638290405E0,9.640636766E0
1.618001750E1,-2.129669189E-1,6.460571289E-2,9.643081665E0,9.645649424E0
1.618236735E1,-2.177429199E-1,5.503845215E-2,9.616760254E0,9.619382464E0
1.618468669E1,-2.201385498E-1,6.221008301E-2,9.583251953E0,9.585981904E0
1.618703654E1,-2.105712891E-1,6.221008301E-2,9.643081665E0,9.645581079E0
1.618935588E1,-2.249298096E-1,5.743408203E-2,9.667007446E0,9.669794468E0
1.619170573E1,-2.440643311E-1,6.939697266E-2,9.633499146E0,9.636840204E0
1.619402507E1,-2.321014404E-1,7.177734375E-2,9.611968994E0,9.615038794E0
1.619637492E1,-2.321014404E-1,8.135986328E-2,9.614364624E0,9.617509950E0
1.619869426E1,-2.249298096E-1,7.896423340E-2,9.619140625E0,9.622094114E0
1.620104411E1,-2.321014404E-1,7.417297363E-2,9.657424927E0,9.660498379E0
1.620336345E1,-2.392883301E-1,5.981445312E-2,9.655044556E0,9.658194554E0
1.620571330E1,-2.297058105E-1,5.503845215E-2,9.600006104E0,9.602911599E0
1.620806315E1,-2.368927002E-1,6.221008301E-2,9.616760254E0,9.619878691E0
1.621038249E1,-2.512512207E-1,5.981445312E-2,9.678970337E0,9.682415594E0
1.621273234E1,-2.368927002E-1,7.417297363E-2,9.693328857E0,9.696506800E0
1.621505168E1,-2.153472900E-1,7.417297363E-2,9.659820557E0,9.662505331E0
1.621740153E1,-2.201385498E-1,8.135986328E-2,9.619140625E0,9.622003262E0
1.621972087E1,-2.129669189E-1,9.092712402E-2,9.623931885E0,9.626717383E0
